,Player,Game,Pts*,XPA,XPM,FGA,FGM,50+,Week,Position,Year,Target
6,Matt Gay,LA@SEA,11.0,0,0,3,3,1,16,K,2020,10.0
7,Cairo Santos,CHI@JAX,11.0,5,5,2,2,0,16,K,2020,10.0
8,Wil Lutz,MIN@NO,10.0,7,7,1,1,0,16,K,2020,9.0
9,Justin Tucker,NYG@BAL,9.0,3,3,2,2,0,16,K,2020,8.0
10,Tyler Bass,BUF@NE,8.0,5,5,1,1,0,16,K,2020,8.0
11,Jason Myers,LA@SEA,8.0,2,2,2,2,0,16,K,2020,8.0
12,Harrison Butker,ATL@KC,7.0,2,2,1,1,1,16,K,2020,3.0
13,Ka'imi Fairbairn,CIN@HOU,7.0,4,4,1,1,0,16,K,2020,16.0
14,Graham Gano,NYG@BAL,7.0,1,1,2,2,0,16,K,2020,7.0
15,Dustin Hopkins,CAR@WAS,7.0,1,1,2,2,0,16,K,2020,8.0
16,Rodrigo Blankenship,IND@PIT,6.0,3,3,1,1,0,16,K,2020,8.0
17,Mike Nugent,SF@ARI,6.0,0,0,2,2,0,16,K,2020,1.0
18,Jake Elliott,PHI@DAL,5.0,2,2,1,1,0,16,K,2020,2.0
19,Sam Ficken,CLE@NYJ,5.0,3,2,2,1,0,16,K,2020,
20,Aldrick Rosas,CHI@JAX,5.0,2,2,1,1,0,16,K,2020,2.0
21,Ryan Succop,TB@DET,5.0,7,5,1,0,0,16,K,2020,14.0
22,Mason Crosby,TEN@GB,4.0,5,4,0,0,0,16,K,2020,5.0
23,Cody Parkey,CLE@NYJ,4.0,2,1,1,1,0,16,K,2020,6.0
24,Matthew Wright,IND@PIT,4.0,4,4,0,0,0,16,K,2020,10.0
25,Dan Bailey,MIN@NO,3.0,4,3,0,0,0,16,K,2020,7.0
26,Nick Folk,BUF@NE,3.0,1,0,1,1,0,16,K,2020,4.0
27,Stephen Gostkowski,TEN@GB,2.0,2,2,0,0,0,16,K,2020,
28,Robbie Gould,SF@ARI,2.0,3,2,2,0,0,16,K,2020,13.0
29,Younghoe Koo,ATL@KC,2.0,2,2,1,0,0,16,K,2020,9.0
30,Joey Slye,CAR@WAS,2.0,3,2,0,0,0,16,K,2020,1.0
31,Matt Prater,TB@DET,1.0,1,1,0,0,0,16,K,2020,7.0
0,Ka'imi Fairbairn,TEN@HOU,16.0,3,2,4,4,1,17,K,2020,4.0
1,Greg Zuerlein,DAL@NYG,15.0,1,1,4,4,1,17,K,2020,11.0
2,Ryan Succop,ATL@TB,14.0,5,5,3,3,0,17,K,2020,7.0
3,Brandon McManus,LV@DEN,11.0,2,2,6,3,0,17,K,2020,9.0
4,Samuel Sloman,TEN@HOU,11.0,5,5,2,2,0,17,K,2020,
5,Tristan Vizcaino,SEA@SF,11.0,2,2,3,3,0,17,K,2020,8.0
6,Matt Gay,ARI@LA,10.0,1,1,3,3,0,17,K,2020,12.0
7,Cairo Santos,GB@CHI,10.0,1,1,3,3,0,17,K,2020,2.0
8,Matthew Wright,PIT@CLE,10.0,1,1,3,3,0,17,K,2020,3.0
9,Younghoe Koo,ATL@TB,9.0,3,3,2,2,0,17,K,2020,6.0
10,Wil Lutz,NO@CAR,9.0,4,3,2,2,0,17,K,2020,9.0
11,Tyler Bass,MIA@BUF,8.0,8,8,0,0,0,17,K,2020,10.0
12,Rodrigo Blankenship,JAX@IND,8.0,2,2,4,2,0,17,K,2020,4.0
13,Dustin Hopkins,WAS@PHI,8.0,2,2,2,2,0,17,K,2020,10.0
14,Jason Myers,SEA@SF,8.0,3,2,2,2,0,17,K,2020,4.0
15,Jason Sanders,MIA@BUF,8.0,2,2,2,2,0,17,K,2020,5.0
16,Justin Tucker,BAL@CIN,8.0,5,5,1,1,0,17,K,2020,9.0
17,Dan Bailey,MIN@DET,7.0,5,4,2,1,0,17,K,2020,
18,Graham Gano,DAL@NYG,7.0,3,2,1,1,1,17,K,2020,1.0
19,Matt Prater,MIN@DET,7.0,3,2,1,1,1,17,K,2020,8.0
20,Daniel Carlson,LV@DEN,6.0,3,3,1,1,0,17,K,2020,11.0
21,Cody Parkey,PIT@CLE,6.0,3,3,1,1,0,17,K,2020,3.0
22,Mason Crosby,GB@CHI,5.0,5,5,0,0,0,17,K,2020,3.0
23,Michael Badgley,LAC@KC,4.0,4,4,0,0,0,17,K,2020,1.0
24,Nick Folk,NYJ@NE,4.0,4,4,0,0,0,17,K,2020,10.0
25,Harrison Butker,LAC@KC,3.0,3,3,0,0,0,17,K,2020,9.0
26,Austin Seibert,BAL@CIN,3.0,0,0,1,1,0,17,K,2020,5.0
27,Jake Elliott,WAS@PHI,2.0,2,2,0,0,0,17,K,2020,6.0
28,Chase McLaughlin,NYJ@NE,2.0,2,2,0,0,0,17,K,2020,3.0
29,Aldrick Rosas,JAX@IND,2.0,2,2,0,0,0,17,K,2020,8.0
30,Mike Nugent,ARI@LA,1.0,1,1,1,0,0,17,K,2020,
31,Joey Slye,NO@CAR,1.0,1,1,0,0,0,17,K,2020,13.0
0,Robbie Gould,SF@DET,13.0,5,5,3,2,1,1,K,2021,5.0
1,Joey Slye,JAX@HOU,13.0,4,4,3,3,0,1,K,2021,3.0
2,Matt Gay,CHI@LA,12.0,4,4,2,2,1,1,K,2021,9.0
3,Chris Boswell,PIT@BUF,11.0,2,2,3,3,0,1,K,2021,7.0
4,Daniel Carlson,BAL@LV,11.0,3,3,2,2,1,1,K,2021,14.0
5,Evan McPherson,MIN@CIN,11.0,3,3,2,2,1,1,K,2021,7.0
6,Greg Zuerlein,DAL@TB,11.0,3,2,5,3,0,1,K,2021,10.0
7,Tyler Bass,PIT@BUF,10.0,1,1,3,3,0,1,K,2021,5.0
8,Nick Folk,MIA@NE,10.0,1,1,3,3,0,1,K,2021,13.0
9,Dustin Hopkins,LAC@WAS,10.0,1,1,4,3,0,1,K,2021,12.0
10,Harrison Butker,CLE@KC,9.0,3,3,2,2,0,1,K,2021,5.0
11,Brandon McManus,DEN@NYG,9.0,3,3,2,2,0,1,K,2021,11.0
12,Justin Tucker,BAL@LV,9.0,3,3,2,2,0,1,K,2021,6.0
13,Greg Joseph,MIN@CIN,8.0,3,3,1,1,1,1,K,2021,13.0
14,Matt Prater,ARI@TEN,8.0,5,5,2,1,0,1,K,2021,12.0
15,Aldrick Rosas,GB@NO,8.0,5,5,1,1,0,1,K,2021,1.0
16,Tristan Vizcaino,LAC@WAS,8.0,2,2,2,2,0,1,K,2021,9.0
17,Ryan Santoso,NYJ@CAR,7.0,2,1,2,2,0,1,K,2021,5.0
18,Ryan Succop,DAL@TB,7.0,4,4,1,1,0,1,K,2021,6.0
19,Jake Elliott,PHI@ATL,6.0,3,3,1,1,0,1,K,2021,3.0
20,Younghoe Koo,PHI@ATL,6.0,0,0,2,2,0,1,K,2021,5.0
21,Jason Sanders,MIA@NE,5.0,2,2,1,1,0,1,K,2021,10.0
22,Austin Seibert,SF@DET,5.0,2,2,2,1,0,1,K,2021,5.0
23,Rodrigo Blankenship,SEA@IND,4.0,1,1,1,1,0,1,K,2021,10.0
24,Jason Myers,SEA@IND,4.0,4,4,0,0,0,1,K,2021,6.0
25,Mason Crosby,GB@NO,3.0,0,0,1,1,0,1,K,2021,5.0
26,Josh Lambo,JAX@HOU,3.0,3,3,1,0,0,1,K,2021,1.0
27,Chase McLaughlin,CLE@KC,3.0,3,3,0,0,0,1,K,2021,7.0
28,Cairo Santos,CHI@LA,2.0,2,2,0,0,0,1,K,2021,8.0
29,Michael Badgley,ARI@TEN,1.0,2,1,1,0,0,1,K,2021,7.0
30,Graham Gano,DEN@NYG,1.0,1,1,0,0,0,1,K,2021,21.0
0,Graham Gano,NYG@WAS,21.0,2,2,5,5,2,2,K,2021,6.0
1,Randy Bullock,TEN@SEA,15.0,3,3,5,4,0,2,K,2021,5.0
2,Daniel Carlson,LV@PIT,14.0,2,2,4,4,0,2,K,2021,13.0
3,Nick Folk,NE@NYJ,13.0,2,1,4,4,0,2,K,2021,7.0
4,Greg Joseph,MIN@ARI,13.0,4,3,3,2,2,2,K,2021,12.0
5,Dustin Hopkins,NYG@WAS,12.0,3,3,3,3,0,2,K,2021,3.0
6,Matt Prater,MIN@ARI,12.0,4,4,2,2,1,2,K,2021,7.0
7,Brandon McManus,DEN@JAX,11.0,2,2,3,3,0,2,K,2021,14.0
8,Rodrigo Blankenship,LA@IND,10.0,1,1,3,3,0,2,K,2021,10.0
9,Greg Zuerlein,DAL@LAC,10.0,2,2,2,2,1,2,K,2021,5.0
10,Matt Gay,LA@IND,9.0,3,3,2,2,0,2,K,2021,10.0
11,Tristan Vizcaino,DAL@LAC,9.0,0,0,4,3,0,2,K,2021,4.0
12,Zane Gonzalez,NO@CAR,8.0,3,2,3,2,0,2,K,2021,6.0
13,Cairo Santos,CIN@CHI,8.0,2,2,2,2,0,2,K,2021,6.0
14,Chris Boswell,LV@PIT,7.0,2,2,1,1,1,2,K,2021,4.0
15,Chase McLaughlin,HOU@CLE,7.0,4,4,1,1,0,2,K,2021,18.0
16,Evan McPherson,CIN@CHI,7.0,2,2,1,1,1,2,K,2021,6.0
17,Matt Ammendola,NE@NYJ,6.0,0,0,3,2,0,2,K,2021,9.0
18,Jason Myers,TEN@SEA,6.0,4,3,1,1,0,2,K,2021,7.0
19,Ryan Succop,ATL@TB,6.0,7,6,0,0,0,2,K,2021,6.0
20,Justin Tucker,KC@BAL,6.0,3,3,1,1,0,2,K,2021,17.0
21,Tyler Bass,BUF@MIA,5.0,5,5,1,0,0,2,K,2021,13.0
22,Harrison Butker,KC@BAL,5.0,5,5,0,0,0,2,K,2021,6.0
23,Mason Crosby,DET@GB,5.0,5,5,0,0,0,2,K,2021,16.0
24,Robbie Gould,SF@PHI,5.0,2,2,1,1,0,2,K,2021,4.0
25,Younghoe Koo,ATL@TB,5.0,2,2,1,1,0,2,K,2021,5.0
26,Austin Seibert,DET@GB,5.0,2,2,1,1,0,2,K,2021,11.0
27,Jake Elliott,SF@PHI,3.0,0,0,2,1,0,2,K,2021,3.0
28,Joey Slye,HOU@CLE,3.0,3,3,1,0,0,2,K,2021,5.0
29,Josh Lambo,DEN@JAX,1.0,1,1,2,0,0,2,K,2021,1.0
30,Aldrick Rosas,NO@CAR,1.0,1,1,0,0,0,2,K,2021,4.0
0,Chase McLaughlin,CHI@CLE,18.0,2,2,4,4,2,3,K,2021,8.0
1,Justin Tucker,BAL@DET,17.0,1,1,5,4,2,3,K,2021,11.0
2,Mason Crosby,GB@SF,16.0,3,3,3,3,2,3,K,2021,9.0
3,Brandon McManus,NYJ@DEN,14.0,2,2,4,4,0,3,K,2021,1.0
4,Tyler Bass,WAS@BUF,13.0,4,4,3,3,0,3,K,2021,16.0
5,Daniel Carlson,MIA@LV,13.0,3,2,3,3,1,3,K,2021,2.0
6,Greg Joseph,SEA@MIN,12.0,3,3,3,3,0,3,K,2021,1.0
7,Rodrigo Blankenship,IND@TEN,10.0,1,1,4,3,0,3,K,2021,9.0
8,Matt Gay,TB@LA,10.0,4,4,2,2,0,3,K,2021,8.0
9,Jason Sanders,MIA@LV,10.0,2,2,3,2,1,3,K,2021,5.0
10,Nick Folk,NO@NE,7.0,1,1,2,2,0,3,K,2021,5.0
11,Jason Myers,SEA@MIN,7.0,2,2,2,1,1,3,K,2021,4.0
12,Matt Prater,ARI@JAX,7.0,4,4,2,1,0,3,K,2021,15.0
13,Harrison Butker,LAC@KC,6.0,3,3,1,1,0,3,K,2021,6.0
14,Graham Gano,ATL@NYG,6.0,0,0,2,2,0,3,K,2021,7.0
15,Zane Gonzalez,CAR@HOU,6.0,3,3,1,1,0,3,K,2021,4.0
16,Evan McPherson,CIN@PIT,6.0,3,3,1,1,0,3,K,2021,6.0
17,Cairo Santos,CHI@CLE,6.0,0,0,2,2,0,3,K,2021,6.0
18,Ryan Succop,TB@LA,6.0,3,3,2,1,0,3,K,2021,13.0
19,Randy Bullock,IND@TEN,5.0,2,2,1,1,0,3,K,2021,10.0
20,Younghoe Koo,ATL@NYG,5.0,2,2,1,1,0,3,K,2021,6.0
21,Ryan Santoso,BAL@DET,5.0,2,2,1,1,0,3,K,2021,2.0
22,Joey Slye,CAR@HOU,5.0,1,0,1,1,1,3,K,2021,4.0
23,Greg Zuerlein,PHI@DAL,5.0,6,5,0,0,0,3,K,2021,6.0
24,Chris Boswell,CIN@PIT,4.0,1,1,2,1,0,3,K,2021,7.0
25,Robbie Gould,GB@SF,4.0,4,4,0,0,0,3,K,2021,5.0
26,Aldrick Rosas,NO@NE,4.0,4,4,2,0,0,3,K,2021,3.0
27,Tristan Vizcaino,LAC@KC,4.0,3,1,1,1,0,3,K,2021,4.0
28,Jake Elliott,PHI@DAL,3.0,3,3,0,0,0,3,K,2021,12.0
29,Dustin Hopkins,WAS@BUF,3.0,3,3,0,0,0,3,K,2021,4.0
30,Josh Lambo,ARI@JAX,1.0,3,1,0,0,0,3,K,2021,3.0
0,Tyler Bass,HOU@BUF,16.0,4,4,4,4,0,4,K,2021,8.0
1,Matt Prater,ARI@LA,15.0,4,4,3,3,1,4,K,2021,5.0
2,Ryan Succop,TB@NE,13.0,1,1,5,4,0,4,K,2021,9.0
3,Jake Elliott,KC@PHI,12.0,3,3,3,3,0,4,K,2021,9.0
4,Justin Tucker,BAL@DEN,11.0,2,2,3,3,0,4,K,2021,3.0
5,Randy Bullock,TEN@NYJ,10.0,1,1,4,3,0,4,K,2021,7.0
6,Matt Ammendola,TEN@NYJ,9.0,3,3,2,2,0,4,K,2021,6.0
7,Rodrigo Blankenship,IND@MIA,9.0,3,3,2,2,0,4,K,2021,7.0
8,Mason Crosby,PIT@GB,9.0,3,3,2,2,0,4,K,2021,13.0
9,Matt Gay,ARI@LA,8.0,2,2,3,2,0,4,K,2021,8.0
10,Chase McLaughlin,CLE@MIN,8.0,0,0,2,2,1,4,K,2021,10.0
11,Chris Boswell,PIT@GB,7.0,2,2,1,1,1,4,K,2021,9.0
12,Graham Gano,NYG@NO,7.0,1,1,3,2,0,4,K,2021,12.0
13,Harrison Butker,KC@PHI,6.0,6,6,0,0,0,4,K,2021,10.0
14,Younghoe Koo,WAS@ATL,6.0,3,3,1,1,0,4,K,2021,11.0
15,Evan McPherson,JAX@CIN,6.0,3,3,2,1,0,4,K,2021,2.0
16,Cairo Santos,DET@CHI,6.0,3,3,1,1,0,4,K,2021,8.0
17,Greg Zuerlein,CAR@DAL,6.0,3,3,1,1,0,4,K,2021,14.0
18,Nick Folk,TB@NE,5.0,2,2,2,1,0,4,K,2021,17.0
19,Jason Sanders,IND@MIA,5.0,2,2,1,1,0,4,K,2021,5.0
20,Zane Gonzalez,CAR@DAL,4.0,4,4,1,0,0,4,K,2021,12.0
21,Dustin Hopkins,WAS@ATL,4.0,3,1,1,1,0,4,K,2021,10.0
22,Jason Myers,SEA@SF,4.0,4,4,0,0,0,4,K,2021,5.0
23,Tristan Vizcaino,LV@LAC,4.0,4,4,0,0,0,4,K,2021,3.0
24,Aldrick Rosas,NYG@NO,3.0,3,3,1,0,0,4,K,2021,4.0
25,Matthew Wright,JAX@CIN,3.0,3,3,0,0,0,4,K,2021,1.0
26,Daniel Carlson,LV@LAC,2.0,2,2,1,0,0,4,K,2021,3.0
27,Ryan Santoso,DET@CHI,2.0,2,2,0,0,0,4,K,2021,4.0
28,Greg Joseph,CLE@MIN,1.0,1,1,0,0,0,4,K,2021,17.0
29,Brandon McManus,BAL@DEN,1.0,1,1,0,0,0,4,K,2021,7.0
0,Nick Folk,NE@HOU,17.0,2,1,4,4,2,5,K,2021,3.0
1,Greg Joseph,DET@MIN,17.0,1,1,5,4,2,5,K,2021,10.0
2,Greg Zuerlein,NYG@DAL,14.0,5,5,3,3,0,5,K,2021,11.0
3,Mason Crosby,GB@CIN,13.0,2,1,7,4,0,5,K,2021,6.0
4,Graham Gano,NYG@DAL,12.0,2,2,3,2,2,5,K,2021,3.0
5,Zane Gonzalez,PHI@CAR,12.0,1,1,3,3,1,5,K,2021,8.0
6,Younghoe Koo,NYJ@ATL,11.0,3,3,2,2,1,5,K,2021,12.0
7,Austin Seibert,DET@MIN,11.0,0,0,3,3,1,5,K,2021,3.0
8,Harrison Butker,BUF@KC,10.0,2,2,2,2,1,5,K,2021,9.0
9,Dustin Hopkins,NO@WAS,10.0,1,1,3,3,0,5,K,2021,9.0
10,Chase McLaughlin,CLE@LAC,10.0,4,4,2,2,0,5,K,2021,2.0
11,Chris Boswell,DEN@PIT,9.0,3,3,2,2,0,5,K,2021,13.0
12,Jake Elliott,PHI@CAR,9.0,1,1,2,2,1,5,K,2021,2.0
13,Ryan Succop,MIA@TB,9.0,6,6,1,1,0,5,K,2021,4.0
14,Tyler Bass,BUF@KC,8.0,5,5,1,1,0,5,K,2021,13.0
15,Matt Gay,LA@SEA,8.0,3,2,2,2,0,5,K,2021,8.0
16,Cairo Santos,CHI@LV,8.0,2,2,2,2,0,5,K,2021,2.0
17,Rodrigo Blankenship,IND@BAL,7.0,2,1,4,2,0,5,K,2021,8.0
18,Randy Bullock,TEN@JAX,7.0,5,4,1,1,0,5,K,2021,10.0
19,Brandon McManus,DEN@PIT,7.0,1,1,2,2,0,5,K,2021,6.0
20,Matt Ammendola,NYJ@ATL,6.0,1,0,2,2,0,5,K,2021,1.0
21,Jason Myers,LA@SEA,5.0,2,2,2,1,0,5,K,2021,8.0
22,Matt Prater,SF@ARI,5.0,2,2,2,1,0,5,K,2021,15.0
23,Jason Sanders,MIA@TB,5.0,2,2,1,1,0,5,K,2021,8.0
24,Ka'imi Fairbairn,NE@HOU,4.0,3,1,2,1,0,5,K,2021,3.0
25,Joey Slye,SF@ARI,4.0,1,1,1,1,0,5,K,2021,8.0
26,Daniel Carlson,CHI@LV,3.0,0,0,1,1,0,5,K,2021,12.0
27,Cody Parkey,NO@WAS,3.0,5,3,0,0,0,5,K,2021,
28,Justin Tucker,IND@BAL,3.0,0,0,1,1,0,5,K,2021,12.0
29,Tristan Vizcaino,CLE@LAC,3.0,5,3,0,0,0,5,K,2021,0.0
30,Evan McPherson,GB@CIN,2.0,2,2,2,0,0,5,K,2021,10.0
31,Matthew Wright,TEN@JAX,1.0,2,1,1,0,0,5,K,2021,15.0
0,Matt Prater,ARI@CLE,15.0,4,4,3,3,1,6,K,2021,7.0
1,Matthew Wright,MIA@JAX,15.0,2,2,3,3,2,6,K,2021,1.0
2,Tyler Bass,BUF@TEN,13.0,2,2,3,3,1,6,K,2021,10.0
3,Chris Boswell,SEA@PIT,13.0,2,2,3,3,1,6,K,2021,3.0
4,Daniel Carlson,LV@DEN,12.0,4,4,3,2,1,6,K,2021,9.0
5,Justin Tucker,LAC@BAL,12.0,4,4,2,2,1,6,K,2021,5.0
6,Greg Zuerlein,DAL@NE,11.0,2,2,4,3,0,6,K,2021,8.0
7,Randy Bullock,BUF@TEN,10.0,4,4,2,2,0,6,K,2021,11.0
8,Greg Joseph,MIN@CAR,10.0,1,1,5,3,0,6,K,2021,10.0
9,Evan McPherson,CIN@DET,10.0,4,4,2,2,0,6,K,2021,13.0
10,Harrison Butker,KC@WAS,9.0,4,4,1,1,1,6,K,2021,3.0
11,Dustin Hopkins,KC@WAS,9.0,1,1,3,2,1,6,K,2021,6.0
12,Matt Gay,LA@NYG,8.0,5,5,1,1,0,6,K,2021,8.0
13,Zane Gonzalez,MIN@CAR,8.0,2,2,2,2,0,6,K,2021,3.0
14,Jason Myers,SEA@PIT,8.0,2,2,2,2,0,6,K,2021,6.0
15,Jason Sanders,MIA@JAX,8.0,2,2,3,2,0,6,K,2021,4.0
16,Michael Badgley,HOU@IND,7.0,4,4,1,1,0,6,K,2021,6.0
17,Mason Crosby,GB@CHI,6.0,3,3,1,1,0,6,K,2021,6.0
18,Brandon McManus,LV@DEN,6.0,3,3,1,1,0,6,K,2021,2.0
19,Ryan Succop,TB@PHI,4.0,4,4,0,0,0,6,K,2021,8.0
20,Ka'imi Fairbairn,HOU@IND,3.0,0,0,1,1,0,6,K,2021,5.0
21,Nick Folk,DAL@NE,3.0,3,3,0,0,0,6,K,2021,14.0
22,Graham Gano,LA@NYG,3.0,0,0,1,1,0,6,K,2021,13.0
23,Austin Seibert,CIN@DET,3.0,0,0,1,1,0,6,K,2021,13.0
24,Jake Elliott,TB@PHI,2.0,2,2,1,0,0,6,K,2021,2.0
25,Chase McLaughlin,ARI@CLE,2.0,2,2,0,0,0,6,K,2021,7.0
26,Cairo Santos,GB@CHI,2.0,2,2,0,0,0,6,K,2021,3.0
27,Tristan Vizcaino,LAC@BAL,0.0,1,0,0,0,0,6,K,2021,9.0
0,Nick Folk,NYJ@NE,14.0,7,6,2,2,1,7,K,2021,13.0
1,Graham Gano,CAR@NYG,13.0,2,2,3,3,1,7,K,2021,5.0
2,Evan McPherson,CIN@BAL,13.0,5,5,2,2,1,7,K,2021,7.0
3,Austin Seibert,DET@LA,13.0,1,1,4,4,0,7,K,2021,0.0
4,Younghoe Koo,ATL@MIA,12.0,3,3,3,3,0,7,K,2021,9.0
5,Randy Bullock,KC@TEN,11.0,3,3,2,2,1,7,K,2021,10.0
6,Daniel Carlson,PHI@LV,9.0,4,3,2,2,0,7,K,2021,10.0
7,Matt Gay,DET@LA,8.0,2,2,2,2,0,7,K,2021,8.0
8,Joey Slye,IND@SF,8.0,1,0,2,2,1,7,K,2021,15.0
9,Ryan Succop,CHI@TB,8.0,5,5,2,1,0,7,K,2021,3.0
10,Brian Johnson,NO@SEA,7.0,1,1,2,2,0,7,K,2021,12.0
11,Chase McLaughlin,DEN@CLE,7.0,2,2,2,1,1,7,K,2021,4.0
12,Matt Prater,HOU@ARI,7.0,4,4,1,1,0,7,K,2021,3.0
13,Michael Badgley,IND@SF,6.0,3,3,1,1,0,7,K,2021,7.0
14,Mason Crosby,WAS@GB,6.0,3,3,2,1,0,7,K,2021,6.0
15,Jason Myers,NO@SEA,6.0,1,1,3,1,1,7,K,2021,7.0
16,Ka'imi Fairbairn,HOU@ARI,5.0,0,0,1,1,1,7,K,2021,2.0
17,Justin Tucker,CIN@BAL,5.0,2,2,1,1,0,7,K,2021,10.0
18,Chris Blewitt,WAS@GB,4.0,1,1,2,1,0,7,K,2021,6.0
19,Jason Sanders,ATL@MIA,4.0,4,4,1,0,0,7,K,2021,5.0
20,Harrison Butker,KC@TEN,3.0,0,0,2,1,0,7,K,2021,8.0
21,Zane Gonzalez,CAR@NYG,3.0,0,0,1,1,0,7,K,2021,17.0
22,Cairo Santos,CHI@TB,3.0,0,0,1,1,0,7,K,2021,10.0
23,Jake Elliott,PHI@LV,2.0,2,2,0,0,0,7,K,2021,14.0
24,Brandon McManus,DEN@CLE,2.0,2,2,0,0,0,7,K,2021,5.0
25,Matt Ammendola,NYJ@NE,1.0,1,1,1,0,0,7,K,2021,8.0
0,Zane Gonzalez,CAR@ATL,17.0,1,1,4,4,2,8,K,2021,6.0
1,Joey Slye,SF@CHI,15.0,2,1,5,4,1,8,K,2021,11.0
2,Jake Elliott,PHI@DET,14.0,5,5,3,3,0,8,K,2021,6.0
3,Nick Folk,NE@LAC,13.0,1,1,4,4,0,8,K,2021,6.0
4,Brian Johnson,TB@NO,12.0,4,3,3,3,0,8,K,2021,9.0
5,Tyler Bass,MIA@BUF,10.0,2,2,2,2,1,8,K,2021,6.0
6,Randy Bullock,TEN@IND,10.0,4,4,2,2,0,8,K,2021,4.0
7,Greg Joseph,DAL@MIN,10.0,1,1,3,3,0,8,K,2021,7.0
8,Cairo Santos,SF@CHI,10.0,2,1,3,3,0,8,K,2021,9.0
9,Younghoe Koo,CAR@ATL,9.0,1,1,3,2,1,8,K,2021,9.0
10,Matt Ammendola,CIN@NYJ,8.0,2,2,3,2,0,8,K,2021,6.0
11,Harrison Butker,NYG@KC,8.0,2,2,2,2,0,8,K,2021,9.0
12,Matt Gay,LA@HOU,8.0,5,5,1,1,0,8,K,2021,12.0
13,Greg Zuerlein,DAL@MIN,8.0,2,2,3,2,0,8,K,2021,9.0
14,Michael Badgley,TEN@IND,7.0,4,4,1,1,0,8,K,2021,9.0
15,Evan McPherson,CIN@NYJ,7.0,4,4,1,1,0,8,K,2021,4.0
16,Jason Myers,JAX@SEA,7.0,4,4,1,1,0,8,K,2021,7.0
17,Chris Blewitt,WAS@DEN,6.0,1,1,3,1,1,8,K,2021,
18,Mason Crosby,GB@ARI,6.0,3,3,1,1,0,8,K,2021,1.0
19,Dustin Hopkins,NE@LAC,6.0,3,3,1,1,0,8,K,2021,7.0
20,Graham Gano,NYG@KC,5.0,2,2,1,1,0,8,K,2021,11.0
21,Brandon McManus,WAS@DEN,5.0,2,2,2,1,0,8,K,2021,12.0
22,Jason Sanders,MIA@BUF,5.0,0,0,2,1,1,8,K,2021,5.0
23,Chase McLaughlin,PIT@CLE,4.0,1,1,1,1,0,8,K,2021,11.0
24,Chris Boswell,PIT@CLE,3.0,0,0,1,1,0,8,K,2021,15.0
25,Matt Prater,GB@ARI,3.0,3,3,0,0,0,8,K,2021,7.0
26,Ryan Succop,TB@NO,3.0,3,3,0,0,0,8,K,2021,7.0
27,Ka'imi Fairbairn,LA@HOU,2.0,2,2,1,0,0,8,K,2021,9.0
28,Matthew Wright,JAX@SEA,1.0,1,1,0,0,0,8,K,2021,11.0
29,Austin Seibert,PHI@DET,0.0,0,0,1,0,0,8,K,2021,5.0
0,Chris Boswell,CHI@PIT,15.0,3,2,3,3,2,9,K,2021,12.0
1,Matt Gay,TEN@LA,12.0,1,1,3,3,1,9,K,2021,4.0
2,Brandon McManus,DEN@DAL,12.0,2,1,4,3,1,9,K,2021,7.0
3,Graham Gano,LV@NYG,11.0,2,2,3,3,0,9,K,2021,4.0
4,Chase McLaughlin,CLE@CIN,11.0,5,5,3,2,0,9,K,2021,1.0
5,Matthew Wright,BUF@JAX,11.0,0,0,4,3,1,9,K,2021,5.0
6,Daniel Carlson,LV@NYG,10.0,1,1,4,3,0,9,K,2021,2.0
7,Justin Tucker,MIN@BAL,10.0,4,4,2,2,0,9,K,2021,4.0
8,Michael Badgley,NYJ@IND,9.0,6,6,1,1,0,9,K,2021,11.0
9,Harrison Butker,GB@KC,9.0,1,1,2,2,1,9,K,2021,11.0
10,Ka'imi Fairbairn,HOU@MIA,9.0,0,0,3,3,0,9,K,2021,10.0
11,Brian Johnson,ATL@NO,9.0,1,1,2,2,1,9,K,2021,3.0
12,Younghoe Koo,ATL@NO,9.0,3,3,2,2,0,9,K,2021,3.0
13,Cairo Santos,CHI@PIT,9.0,3,3,3,2,0,9,K,2021,1.0
14,Dustin Hopkins,LAC@PHI,7.0,2,1,2,2,0,9,K,2021,8.0
15,Greg Joseph,MIN@BAL,7.0,4,4,1,1,0,9,K,2021,9.0
16,Matt Prater,ARI@SF,7.0,4,4,1,1,0,9,K,2021,4.0
17,Matt Ammendola,NYJ@IND,6.0,3,3,1,1,0,9,K,2021,5.0
18,Tyler Bass,BUF@JAX,6.0,0,0,2,2,0,9,K,2021,9.0
19,Jake Elliott,LAC@PHI,6.0,3,3,1,1,0,9,K,2021,14.0
20,Nick Folk,NE@CAR,6.0,3,3,2,1,0,9,K,2021,9.0
21,Zane Gonzalez,NE@CAR,6.0,0,0,2,2,0,9,K,2021,14.0
22,Robbie Gould,ARI@SF,5.0,2,2,1,1,0,9,K,2021,9.0
23,Jason Sanders,HOU@MIA,5.0,2,2,1,1,0,9,K,2021,10.0
24,Randy Bullock,TEN@LA,4.0,4,4,0,0,0,9,K,2021,11.0
25,Evan McPherson,CLE@CIN,4.0,1,1,1,1,0,9,K,2021,20.0
26,Mason Crosby,GB@KC,1.0,1,1,2,0,0,9,K,2021,5.0
0,Jake Elliott,PHI@DEN,14.0,3,3,3,3,1,10,K,2021,18.0
1,Zane Gonzalez,CAR@ARI,14.0,2,2,4,4,0,10,K,2021,3.0
